url,alt,caption,credit
"https://s3.amazonaws.com/snwceomedia/ids/4cdeb84a-ae35-4350-a958-95ae03845b3e.original.jpg","A group of players huddles together","The Indiana women’s basketball team huddles together prior to the start of its game against the University of Utah in the NCAA Tournament Round of 64 on March 21, 2025, at Colonial Life Arena in Columbia, South Carolina. The Hoosiers defeated the Utes 76-68, moving on to the Round of 32 of the tournament."
"https://s3.amazonaws.com/snwceomedia/ids/a064b9ca-29f6-4581-b56e-14e3c4766e78.original.jpg", "A basketball player tries to steal the ball", "Senior forward Karoline Striplin guards an opposing University of Utah player during their game in the NCAA Tournament Round of 64 on March 21, 2025, at Colonial Life Arena in Columbia, South Carolina. Striplin finished the game with three personal fouls."
"https://s3.amazonaws.com/snwceomedia/ids/39331dc3-46be-4f70-adb7-130f1fe8de65.original.jpg","A basketball player jumps up and grabs the ball","University of Utah senior guard Kennady McQueen jumps to grab a rebound during a game between Indiana and Utah in the NCAA Tournament Round of 64 March 21, 2025, at the Colonial Life Arena in Columbia, South Carolina. The Utes out-rebounded the Hoosiers 29-28."
"https://s3.amazonaws.com/snwceomedia/ids/cd6893ae-2c1e-4904-bfd1-bb38c2d83c91.original.jpg","A player shoots the ball over another player blocking","Junior guard Lexus Bargesser jumps to attempt a shot during a game against the University of Utah in the NCAA Tournament Round of 64 on March 21, 2025, at the Colonial Life Arena in Columbia, South Carolina. Bargesser started the game on the bench for both tournament games, playing 13 minutes in the Round of 64 and 15 minutes in the Round of 32."
"https://s3.amazonaws.com/snwceomedia/ids/2bc3f92e-6a8c-4224-929d-59a9eeae2041.original.jpg","A player drives to the basket.","Senior forward Karoline Striplin moves to attempt a layup during a game against the University of Utah in the NCAA Tournament Round of 64 on March 21, 2025, at the Colonial Life Arena in Columbia, South Carolina. Striplin scored a total of 21 points throughout both of the Hoosiers' tournament games."
"https://s3.amazonaws.com/snwceomedia/ids/29565815-32ea-4de2-881d-d13633521bc2.original.jpg","A player shoots over another player","Graduate student guard Sydney Parrish attempts to block a shot by an opposing University of South Carolina player during their game in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Parrish played for 36 minutes in her last game for the Hoosiers."
"https://s3.amazonaws.com/snwceomedia/ids/481de969-c3fc-47ab-99ca-d647f9d58427.original.jpg","A crowd of IU fans looks up hopefully","An Indiana fan clutches a flag while watching the women's basketball team play against the University of South Carolina in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. The game had 12,322 attendees in total, mostly made up of Gamecock fans."
"https://s3.amazonaws.com/snwceomedia/ids/c19a3abf-e960-4608-b14a-98d413a091cb.original.jpg","Two players help another player up off the floor","From left to right: Junior forward Lilly Meister, junior guards Shay Ciezki and Yarden Garzon help graduate student guard Sydney Parrish up after she fell during a game against the University of South Carolina in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Parrish disagreed with a call made by the official in the game."
"https://s3.amazonaws.com/snwceomedia/ids/7a05edd5-ae92-49e4-9db8-e50da7b1734a.original.jpg","Two players embrace on the side of the court","Graduate student guard Sydney Parrish embraces University of South Carolina senior guard Te-Hina Paopao at the end of their game in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Parrish and Paopao previously played together as teammates for two seasons at the University of Oregon."
"https://s3.amazonaws.com/snwceomedia/ids/5643fd8c-54d5-44c4-8542-b2be12d6ab40.original.jpg","A coach looks to the right","Indiana head coach Teri Moren prepares herself to shake hands with the opposing team after the Hoosiers lost to the University of South Carolina in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. The Hoosiers ended their 2024-25 season with a tournament loss to the Gamecocks."
"https://s3.amazonaws.com/snwceomedia/ids/30a9583b-bb8b-49d3-9d73-12e926baced1.original.jpg","A player keeps the ball away from someone trying to steal it","Junior guard Lexus Bargesser dodges a steal attempt from an opposing University of South Carolina player during their game in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Bargesser had three rebounds in the game."
"https://s3.amazonaws.com/snwceomedia/ids/d5e4f979-3076-45f6-a4fe-1eee499c85c1.original.jpg","A player looks where they can pass the ball","Junior guard Yarden Garzon pauses to pass the ball to one of her teammates during a game against the University of South Carolina in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Garzon scored 10 points against the Gamecocks."
"https://s3.amazonaws.com/snwceomedia/ids/7b80e204-d3cd-4855-bfa4-c8737cc7f953.original.jpg","A player jumps and shoots the ball up with their left hand", "Junior guard Shay Ciezki attempts to shoot a field goal against the University of South Carolina in their game in the NCAA Tournament Round of 32 on March 23, 2025, at Colonial Life Arena in Columbia, South Carolina. Ciezki scored 12 of the Hoosiers' 53 points during the game."
"https://s3.amazonaws.com/snwceomedia/ids/275db365-5f17-4bd8-83ad-2920a43d32bf.original.jpg","A point guard dribbles and points.","Junior guard Lexus Bargesser directs her teammates through a play during the game against the University of South Carolina in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Bargesser played 15 minutes in the game."
"https://s3.amazonaws.com/snwceomedia/ids/cfa86556-bab1-48ea-a592-251b396cef25.original.jpg","A player runs and dribbles past a defender","Junior guard Shay Ciezki drives the ball towards the hoop during a game against the University of South Carolina in the NCAA Tournament Round of 32 on March 23, 2025, at the Colonial Life Arena in Columbia, South Carolina. Ciezki played for 31 minutes in the game."
